1F34	-69.47	-2.44	-1.77	9.69	-30.41	-19.69	-18.74	-18.13	14.80	19.13	11.10	10.07	-15.90	-2.32	-0.11	3.29	12.59	17.92	18.87	20.08	-22.07	-12.93	-18.08	-24.64	0.00	19.69	26.21	38.48	-6.10	-6.21	-7.45	-10.56	0.00	8.30	11.01	15.69	0.00	-0.49	-0.47	-0.46	-24.44	-8.44	-6.35	-4.38	-15.75	-5.87	-1.63	2.97	8404.95	4584.94	3980.58	3406.35	7.49	7.93	7.64	22.54	-8370.60	-4490.32	-4037.52	-3527.27	33.22	111.00	19.52	17.03	10.63	5.97	5.43	4.50	4.21	141.29	7.47	4.99	6.59	6.05	6.12	4.94	0.62	5.23	4.58	3.40	22.07	20.42	25.78	28.17	0.00	30.83	34.01	37.46	6.10	7.47	8.13	9.83	0.00	10.72	12.07	14.04	0.00	0.68	0.60	0.58	0.36	8.15	8.24	7.99	0.40	8.71	8.74	8.12	224.55	1327.29	1080.41	795.27	17.34	24.70	26.77	22.00	261.60	1308.64	1075.24	815.24
1F51	-8.05	15.00	21.39	22.22	-22.95	-19.14	-17.28	-16.66	13.53	10.39	8.43	7.95	5.88	9.14	7.94	8.97	16.58	18.04	19.42	19.57	-60.76	-49.42	-54.83	-65.63	31.30	53.06	66.69	68.07	-17.64	-20.22	-21.81	-25.43	22.30	21.98	26.75	25.35	-0.68	-0.47	-0.43	-0.40	6.19	8.99	8.12	8.53	9.78	13.00	12.72	12.47	3857.92	3071.20	2620.94	2230.18	18.06	10.31	14.93	13.34	-3877.70	-3166.94	-2699.16	-2327.17	38.31	18.75	21.94	21.71	10.12	5.69	4.72	4.39	6.71	5.81	4.99	4.63	4.75	5.69	5.52	5.34	3.82	3.79	3.61	3.31	63.06	39.97	46.52	52.92	19.01	46.72	56.43	61.01	14.09	12.38	15.26	17.21	4.43	15.25	18.80	17.70	0.70	0.65	0.59	0.55	4.10	5.58	5.76	5.39	6.36	7.21	7.49	6.49	1140.11	853.47	733.76	611.68	5.30	14.36	17.21	16.87	1253.30	917.91	758.46	633.00
1FLE	-24.24	8.25	5.07	9.76	-21.48	-13.04	-11.98	-11.55	5.75	12.85	8.55	7.90	-7.65	-1.58	-0.84	2.21	21.35	20.12	21.13	20.48	0.00	0.00	0.00	0.00	0.00	5.24	2.41	3.49	0.00	0.00	0.00	0.00	0.00	1.26	0.79	1.33	-1.04	-0.33	-0.49	-0.57	5.44	6.17	1.96	1.23	-3.00	1.52	-0.73	1.17	3125.45	2374.30	2268.96	2058.41	-10.94	-21.97	-15.88	-14.92	-3422.30	-2561.78	-2414.76	-2166.82	26.97	31.14	19.65	22.97	5.23	4.18	3.69	3.41	1.29	32.37	20.08	25.51	6.74	4.11	5.19	4.87	8.93	6.71	4.86	4.34	0.00	0.00	0.00	0.00	0.00	14.18	10.38	12.58	0.00	0.00	0.00	0.00	0.00	3.19	3.33	3.97	0.04	0.44	0.65	0.66	4.91	5.38	5.78	4.95	4.14	5.53	6.13	5.88	517.35	673.97	633.96	568.13	5.27	6.39	10.93	12.30	566.70	744.71	694.76	604.84
1GL1	-23.29	0.45	8.28	11.91	-18.66	-11.15	-11.10	-11.31	8.25	6.25	5.75	5.68	-6.99	-1.42	1.99	3.25	11.63	16.33	18.90	17.86	0.00	0.00	0.00	0.00	0.00	2.02	5.63	10.94	0.00	0.00	0.00	0.00	0.00	1.02	1.99	4.61	-0.48	-0.46	-0.52	-0.44	0.90	1.15	0.35	4.27	-3.12	-1.48	0.69	6.96	3123.55	2369.18	2222.24	2135.65	-15.00	-11.37	-7.15	-2.91	-3309.62	-2521.27	-2298.19	-2237.54	11.02	9.01	10.94	11.88	4.36	3.46	3.13	3.22	0.75	3.84	3.68	3.53	2.43	3.83	4.85	4.63	3.03	4.27	4.14	3.55	0.00	0.00	0.00	0.00	0.00	12.11	16.34	21.50	0.00	0.00	0.00	0.00	0.00	3.27	4.72	7.22	0.54	0.52	0.62	0.55	3.73	5.24	5.63	5.40	2.99	5.47	5.90	5.73	399.12	624.32	519.19	541.70	10.59	15.26	15.42	9.95	382.48	680.11	531.12	553.44
1GLA	-6.89	34.08	42.87	37.76	-11.63	-12.83	-13.11	-13.07	9.74	7.10	8.37	11.08	-6.44	8.79	7.90	6.68	19.14	21.62	21.04	20.50	0.00	0.00	0.00	0.00	0.00	37.98	60.29	49.63	0.00	0.00	0.00	0.00	0.00	14.03	21.53	17.86	-0.27	-0.53	-0.42	-0.48	8.15	12.02	14.49	12.28	-1.58	11.26	17.54	15.56	2283.50	2934.39	3036.65	3135.38	12.27	29.72	30.36	23.92	-2412.60	-3103.42	-3199.10	-3186.64	0.00	16.90	30.87	69.63	0.00	3.75	3.81	3.78	0.00	3.96	25.63	86.83	0.00	5.16	5.45	5.75	0.00	4.52	4.61	4.77	0.00	0.00	0.00	0.00	0.00	41.98	57.66	49.37	0.00	0.00	0.00	0.00	0.00	12.54	17.29	15.67	0.00	0.72	0.58	0.62	0.00	6.21	7.32	7.43	0.00	9.05	10.11	10.63	0.00	716.83	862.05	899.37	0.00	19.07	19.86	18.14	0.00	762.85	884.84	902.13
1GXD	-27.21	40.10	76.45	78.80	-30.72	-14.21	-14.74	-14.26	7.08	32.53	79.08	72.12	-7.63	6.78	6.89	8.98	21.24	19.90	18.55	19.94	0.00	0.00	0.00	0.00	40.73	17.89	22.59	29.05	0.00	0.00	0.00	0.00	7.14	9.58	9.24	11.53	-2.50	-0.59	-0.62	-0.70	1.59	8.69	5.82	3.61	-1.05	10.45	10.33	12.90	3712.60	3504.46	3907.58	4036.85	1.15	-14.69	-20.22	-11.77	-3927.50	-3822.15	-4315.40	-4512.09	0.00	119.50	380.38	361.02	0.00	5.48	6.07	6.10	0.00	148.71	484.20	458.52	0.00	6.52	6.53	6.19	0.00	7.70	7.48	8.04	0.00	0.00	0.00	0.00	0.00	32.58	33.14	36.90	0.00	0.00	0.00	0.00	0.00	11.63	11.47	12.44	0.00	0.69	0.76	0.90	0.00	8.00	8.35	7.96	0.00	6.24	8.26	9.57	0.00	1015.81	1171.26	1198.85	0.00	18.13	25.92	24.86	0.00	1169.98	1340.70	1390.04
1HIA	-98.45	-14.48	-3.19	10.91	-31.96	-17.65	-15.91	-14.37	2.69	9.35	10.28	7.11	-16.67	-2.70	-0.35	3.46	4.44	18.16	19.47	18.48	-58.82	-25.68	-30.86	-27.28	0.00	16.23	22.60	30.93	-16.86	-11.98	-11.65	-10.25	0.00	7.54	8.98	12.92	-1.24	-0.37	-0.35	-0.34	7.55	5.37	9.03	7.31	3.40	9.17	11.79	13.17	3256.60	2271.19	2229.84	1960.13	0.36	-1.93	4.52	4.03	-3621.00	-2500.41	-2376.20	-2131.37	0.00	18.01	31.86	18.71	0.00	5.00	4.47	4.05	0.00	5.00	30.62	4.13	0.00	6.92	7.30	5.50	0.00	7.16	4.23	3.58	0.00	30.33	36.87	30.49	0.00	23.61	32.01	34.57	0.00	10.90	11.08	8.34	0.00	7.85	10.36	12.26	0.00	0.55	0.52	0.49	0.00	4.58	6.68	6.00	0.00	5.44	6.29	6.62	0.00	820.41	696.53	496.14	0.00	9.32	11.46	12.62	0.00	900.25	736.92	525.40
1JTD	-24.39	7.13	9.76	12.65	-22.48	-19.40	-18.40	-17.50	10.98	10.69	10.08	9.35	-0.04	4.16	5.15	5.73	22.34	20.99	20.61	20.49	-60.77	-38.56	-39.56	-39.37	31.06	41.55	41.01	39.58	-15.24	-16.34	-15.76	-15.94	6.06	16.72	16.56	15.89	-1.25	-0.65	-0.52	-0.46	-3.35	-3.46	-2.45	-1.70	0.47	-3.06	0.04	3.45	3595.60	3263.10	3192.36	3182.04	-8.61	7.15	14.17	22.31	-3961.70	-3651.64	-3496.92	-3430.30	17.57	21.17	20.26	18.47	9.12	4.93	5.05	4.56	4.67	5.49	5.36	4.90	3.72	5.67	5.86	5.81	0.38	3.41	3.25	2.79	60.77	43.10	45.80	39.89	22.66	51.59	44.76	39.44	10.40	13.56	14.31	12.94	6.06	15.48	15.13	13.38	0.29	0.69	0.65	0.60	8.05	6.64	5.82	5.03	6.22	6.97	6.61	6.98	1452.50	980.20	991.38	969.38	12.97	20.19	21.83	19.00	1678.80	1116.67	1070.08	979.33
1JTG	-16.99	23.32	21.80	17.79	-32.71	-14.43	-13.91	-13.12	8.94	8.06	7.92	7.45	7.36	5.64	5.91	5.31	17.04	20.44	20.52	20.66	0.00	0.00	0.00	0.00	16.70	27.81	22.33	14.18	0.00	0.00	0.00	0.00	0.00	10.36	8.36	5.57	-1.91	-0.69	-0.63	-0.54	-7.50	-3.30	-1.97	-1.56	-21.64	0.53	2.97	2.69	5514.90	3652.50	3329.74	3017.56	64.47	30.07	23.33	14.17	-5265.80	-3778.21	-3465.73	-3255.53	0.00	14.48	14.45	13.37	0.00	4.36	3.95	3.59	0.00	5.71	4.61	4.22	0.00	4.76	4.98	5.08	0.00	4.80	3.80	3.21	0.00	0.00	0.00	0.00	0.00	32.14	30.69	24.24	0.00	0.00	0.00	0.00	0.00	9.99	9.50	7.83	0.00	0.76	0.72	0.63	0.00	7.13	6.76	5.61	0.00	7.86	7.45	6.41	0.00	1138.27	949.60	828.96	0.00	29.60	26.46	18.22	0.00	1219.76	1021.93	865.95
1JWH	-28.84	31.18	30.53	43.62	-30.42	-15.11	-15.16	-15.31	17.16	23.47	13.39	20.86	-15.59	7.98	8.66	9.96	26.61	19.92	21.14	20.75	0.00	0.00	0.00	0.00	0.00	16.47	27.37	40.06	0.00	0.00	0.00	0.00	13.05	5.78	10.75	15.39	-1.27	-0.55	-0.64	-0.73	14.12	8.90	6.56	4.00	10.84	11.01	10.61	11.06	3711.70	3010.57	3195.53	3170.15	-8.94	-6.99	-10.25	-13.55	-4104.70	-3391.29	-3591.41	-3578.59	0.00	122.59	66.46	151.93	0.00	4.64	4.54	4.65	0.00	154.45	81.07	190.58	0.00	6.70	6.06	5.47	0.00	5.73	8.78	7.29	0.00	0.00	0.00	0.00	0.00	26.77	37.52	45.66	0.00	0.00	0.00	0.00	0.00	8.78	12.25	15.44	0.00	0.69	0.74	0.81	0.00	5.24	6.54	7.04	0.00	6.57	7.59	7.94	0.00	728.73	895.88	942.53	0.00	18.09	19.11	17.14	0.00	874.40	1039.04	1074.88
1MAH	-75.90	-13.07	0.77	-2.37	-29.66	-18.09	-16.29	-15.77	9.34	10.33	10.44	8.03	-13.35	-0.32	1.57	-0.70	16.73	16.64	18.15	18.43	0.00	-39.40	-38.75	-27.71	0.00	28.58	36.78	28.75	-12.61	-15.41	-15.60	-10.89	6.81	11.93	15.18	11.05	-2.64	-0.50	-0.46	-0.47	-9.17	-1.36	-2.92	-2.40	0.38	6.58	2.64	5.11	3036.90	2613.76	2606.82	2605.62	8.16	19.04	22.05	27.33	-3469.60	-2982.17	-2843.58	-2946.06	0.00	20.21	42.49	17.13	0.00	5.33	4.64	4.72	0.00	6.16	49.98	4.88	0.00	4.83	5.62	5.70	0.00	3.89	4.37	4.05	0.00	38.43	42.72	32.97	0.00	40.36	42.72	36.31	0.00	12.06	13.70	11.03	0.00	11.97	14.00	11.11	0.00	0.62	0.61	0.65	0.00	5.23	7.01	7.92	0.00	8.61	8.94	9.02	0.00	794.45	776.62	749.94	0.00	19.41	22.17	24.11	0.00	931.86	899.88	877.75
1OC0	-5.77	4.98	14.97	20.57	-13.28	-12.92	-11.23	-10.59	9.04	8.17	6.26	5.54	-2.97	0.46	2.22	5.66	15.29	17.87	17.81	19.09	0.00	0.00	0.00	0.00	0.00	6.88	19.85	17.18	0.00	0.00	0.00	0.00	0.00	2.63	7.34	6.65	-0.68	-0.43	-0.47	-0.45	6.43	6.60	4.89	4.35	1.24	2.75	1.53	3.47	1499.95	1720.31	1852.49	1766.72	4.45	2.21	-12.34	-13.35	-1609.40	-1806.08	-1955.44	-1879.85	11.92	11.59	16.21	15.70	4.74	2.98	3.30	3.16	5.58	4.98	8.51	3.89	1.78	4.48	5.24	6.23	1.55	3.40	3.65	3.74	0.00	0.00	0.00	0.00	0.00	13.26	29.87	27.48	0.00	0.00	0.00	0.00	0.00	4.78	9.37	8.99	0.58	0.51	0.58	0.58	2.84	4.14	4.84	5.18	5.47	7.27	7.11	7.47	403.25	447.16	443.25	457.25	7.23	9.81	12.56	13.34	485.69	475.15	473.90	481.34
1OPH	-2.16	15.16	20.12	20.54	-17.93	-14.08	-13.70	-12.84	2.14	9.50	10.95	7.65	-2.41	7.10	7.71	8.00	37.03	20.42	20.62	20.99	0.00	0.00	0.00	0.00	0.00	3.98	7.41	9.44	0.00	0.00	0.00	0.00	0.00	1.49	3.04	3.92	-1.40	-0.71	-0.68	-0.67	-2.91	0.25	-0.37	-0.00	-5.50	7.92	6.11	4.10	2821.40	3460.26	3498.14	3484.94	-13.75	9.30	20.11	25.03	-3053.70	-3653.38	-3720.92	-3633.38	0.00	13.92	53.69	19.12	0.00	3.88	4.08	3.71	0.00	10.24	66.63	19.98	0.00	6.01	5.20	5.10	0.00	4.46	4.05	3.87	0.00	0.00	0.00	0.00	0.00	15.52	19.50	20.63	0.00	0.00	0.00	0.00	0.00	3.55	6.45	6.84	0.00	0.70	0.72	0.73	0.00	6.19	7.24	7.31	0.00	7.64	8.75	9.83	0.00	871.19	905.06	939.80	0.00	20.34	23.77	23.65	0.00	969.69	1052.56	987.96
1OYV	-34.10	1.96	9.04	15.99	-22.33	-14.45	-13.52	-12.65	8.43	9.99	8.16	7.10	-10.60	-0.49	2.37	5.42	14.95	19.16	20.56	21.21	0.00	0.00	0.00	0.00	0.00	4.24	7.55	10.13	0.00	0.00	0.00	0.00	0.00	1.51	2.91	4.01	-1.58	-0.82	-0.70	-0.66	-17.59	-13.30	-4.87	0.64	-12.20	-7.00	-1.70	3.51	4791.87	3693.34	3088.28	2553.51	-10.70	-2.86	7.56	13.43	-5872.40	-4502.63	-3659.67	-2940.91	35.72	19.03	17.40	15.65	12.95	4.23	4.07	3.34	4.38	20.31	12.79	4.17	8.68	6.02	6.44	6.80	4.74	4.08	4.55	3.93	0.00	0.00	0.00	0.00	0.00	14.99	17.86	20.10	0.00	0.00	0.00	0.00	0.00	4.05	5.76	6.76	1.44	0.82	0.73	0.70	1.14	8.37	6.93	6.73	2.58	8.65	8.11	7.49	702.12	1112.07	1059.52	615.82	10.18	20.06	21.10	22.75	958.03	1343.01	1241.47	710.05
1PPE	-59.02	-12.67	-4.71	1.95	-18.33	-14.59	-13.41	-12.85	1.37	6.05	6.42	6.44	-8.12	-1.91	-0.62	1.57	9.90	16.48	18.35	18.48	-45.56	-6.62	-14.77	-19.36	4.99	5.45	15.75	14.77	-6.67	-3.78	-6.16	-6.54	2.23	3.65	6.23	5.29	-1.73	-0.36	-0.32	-0.29	6.18	7.16	6.17	6.66	-3.14	2.56	3.72	7.74	2273.30	1933.11	1695.98	1619.62	-18.14	-20.41	-11.66	-5.88	-2562.70	-2251.80	-1927.50	-1853.67	35.50	10.97	14.04	11.50	7.94	3.30	3.28	2.91	0.31	3.80	3.64	3.59	5.73	3.50	4.53	4.04	3.75	4.43	3.20	2.81	33.20	11.94	22.61	24.18	4.99	12.88	23.22	21.44	4.30	5.67	7.10	6.45	2.23	6.81	6.96	6.44	0.77	0.46	0.45	0.49	0.73	3.24	4.17	4.26	2.63	4.29	5.28	5.51	472.30	435.04	324.40	328.53	3.97	7.15	9.39	10.32	589.50	551.74	393.73	383.96
1R0R	-15.05	4.88	15.16	8.10	-13.28	-13.24	-11.78	-11.33	3.52	7.53	6.92	5.91	-6.45	1.21	4.00	0.74	15.37	18.50	21.08	19.21	0.00	0.00	0.00	0.00	0.00	3.39	9.23	9.12	0.00	0.00	0.00	0.00	0.00	1.96	3.36	3.08	-0.37	-0.72	-0.58	-0.54	-8.59	-9.16	-2.05	-4.76	-1.86	-1.67	1.21	-4.12	2856.87	2942.16	2345.15	2133.87	-15.32	-4.54	-0.03	1.74	-3257.37	-3382.94	-2555.34	-2327.57	25.26	10.39	17.96	12.96	4.80	4.49	3.59	3.00	1.43	5.74	14.43	3.49	7.53	3.68	5.39	4.99	6.61	3.78	3.92	3.13	0.00	0.00	0.00	0.00	0.00	11.33	20.93	23.05	0.00	0.00	0.00	0.00	0.00	3.79	6.31	5.87	0.53	0.78	0.67	0.64	3.62	8.62	7.81	5.16	2.24	8.24	7.90	6.76	428.75	706.52	614.93	447.83	6.42	17.40	15.30	14.27	565.06	835.49	685.67	488.79
1TMQ	-74.05	-4.38	2.14	5.38	-37.52	-19.25	-18.52	-18.91	21.59	11.26	10.19	10.26	-19.88	1.08	2.49	5.42	23.78	21.25	21.76	19.57	-66.00	-34.29	-41.30	-46.67	69.56	28.03	34.10	36.44	-27.16	-13.99	-15.94	-19.16	13.04	10.64	13.96	15.13	-1.77	-0.48	-0.53	-0.48	-5.62	-2.68	-4.84	-3.08	-9.87	1.36	0.40	4.88	4783.60	3313.23	3119.92	3011.93	-3.64	3.88	18.89	19.72	-5596.80	-3872.57	-3585.14	-3381.73	0.00	18.48	19.77	19.83	0.00	5.45	5.13	5.00	0.00	7.41	6.28	8.87	0.00	5.80	6.40	5.96	0.00	7.35	7.45	3.17	0.00	44.58	50.83	45.29	0.00	36.83	42.32	39.83	0.00	14.43	15.68	14.42	0.00	12.22	14.35	13.24	0.00	0.58	0.62	0.59	0.00	6.83	7.61	6.58	0.00	8.62	8.17	6.05	0.00	841.62	771.15	708.17	0.00	12.65	21.09	21.26	0.00	969.22	876.31	795.43
